prod_id,Average Rating,Ratings Count
B001VL572I,5.0,1
B001VL2XK2,5.0,1
B001VKQR5U,5.0,1
B0067S8IZ8,3.0,1
B004HG056M,3.0,1
B0002A9SJ2,3.0,1
B0035NXR8G,5.0,1
B0033WSDNI,5.0,1
B00008CLZS,3.0,1
B004XJ6R0Q,3.0,1
B005IU34FU,3.0,1
B009SDH1AM,3.0,1
B001IWOBLI,3.0,1
B00004TZE5,3.0,1
B003F8UWV6,5.0,1
B001NIZB5M,5.0,1
B000V1IFR8,1.0,1
B001S0PWV8,5.0,1
B001RNO92Y,5.0,1
B001RNO91U,5.0,1
B001RNO8ZC,5.0,1
B001RH82ZU,5.0,1
B001G0MPBK,1.0,1
B0006OCZOY,1.0,1
B001RB21JY,5.0,1
B000093US1,1.0,1
B001RB21IK,5.0,1
B001R4CJRU,5.0,1
B001R1ZQKU,5.0,1
B001R0LMMM,5.0,1
B001QXDSMM,5.0,1
B001QWTTGC,5.0,1
B001QVQ7JU,5.0,1
B001QVLD8A,5.0,1
B001S14DYO,5.0,1
B00695LU5O,1.0,1
B001QVHO38,5.0,1
B001P2R1RW,5.0,1
B00178T5V4,1.0,1
B001QFZMB0,5.0,1
B001Q6TZ5S,5.0,1
B001Q3M2Z6,5.0,1
B001PT1A7C,5.0,1
B00008WM9J,1.0,1
B001QLFNCC,5.0,1
B001PNNXGO,5.0,1
B001FWXTK0,1.0,1
B001PII7O2,5.0,1
B000L6OYIM,1.0,1
B001PCQTDO,5.0,1
B001PBYQHG,5.0,1
B001P9XHHI,5.0,1
B001P829XC,5.0,1
B001P8180W,5.0,1
B001P4UTLK,5.0,1
B001QTW2BE,5.0,1
B000093US3,1.0,1
B0031B7DCS,1.0,1
B001P05NJC,5.0,1
B001OV789U,5.0,1
B001OTZR1I,5.0,1
B001OS51X8,5.0,1
B001OOT804,5.0,1
B001OI2YZQ,5.0,1
B001OC5JM2,5.0,1
B001OBXVXM,5.0,1
B001OBV7T2,5.0,1
B001NDYTKA,5.0,1
B001O9ARDG,5.0,1
B003D3CYWS,1.0,1
B001O6LR2Y,5.0,1
B001O3OSIM,5.0,1
B001O0F46A,5.0,1
B001NJTZUS,5.0,1
B001NJQ5PG,5.0,1
B0002BEQJ8,1.0,1
B001OZFCI0,5.0,1
B001P1B7B4,5.0,1
B001NEJO1I,5.0,1
B001MS2UJ8,5.0,1
B001N89O8C,5.0,1
B001N84MVG,5.0,1
B001N7PANQ,5.0,1
B001N2789K,5.0,1
B001N0DQOS,5.0,1
B001MU45FS,5.0,1
B001MTYS06,5.0,1
B001MTE32Y,5.0,1
B001N89O9Q,5.0,1
B001MS0OKU,5.0,1
B001MRVFPY,5.0,1
B001MQ4OJ4,5.0,1
B001MQ34UE,5.0,1
B001MQ0ROU,5.0,1
B001KUYF5K,1.0,1
B001M0JAVC,5.0,1
B001ASDHII,1.0,1
B000IN048C,1.0,1
B002C74E9C,5.0,1
B003F8UWUM,5.0,1
B002RO8JE6,3.0,1
B000E1FYQA,3.0,1
B000FW1X4K,3.0,1
B007OQ2SXA,3.0,1
B003M8NVFS,5.0,1
B003M5KJ1K,5.0,1
B000EUJ1PQ,3.0,1
B003M5GVJY,5.0,1
B0025VZFIO,3.0,1
B000LB0M8S,3.0,1
B008GEC6DQ,3.0,1
B000LEFKXC,3.0,1
B000069J56,2.0,1
B003M567V6,5.0,1
B003M4UC2C,5.0,1
B002K3Y2MM,3.0,1
B003M2YP6S,5.0,1
B000051WW9,2.0,1
B0044TNPJQ,3.0,1
B002SNI1VM,2.0,1
B003M9RWT8,5.0,1
B003IBB9CG,5.0,1
B002K4GBEI,3.0,1
B000ISLKBM,3.0,1
B003JZCE7U,3.0,1
B003KGBBRW,5.0,1
B000E1WDS2,3.0,1
B002M78J70,3.0,1
B000IOP8ZU,3.0,1
B00BWLL9N8,2.0,1
B003KGBCZS,5.0,1
B004477OAY,3.0,1
B005HEUUG8,2.0,1
B0031ANZPS,3.0,1
B003KP8VSK,5.0,1
B003DZ166Q,3.0,1
B000IZC0GO,3.0,1
B002SQE1O0,2.0,1
B000UZXT4E,3.0,1
B000EU02YK,3.0,1
B003M05LHM,5.0,1
B003LLS5JI,3.0,1
B00CIRLLBK,2.0,1
B002VPDOH8,5.0,1
B002VJL0OI,5.0,1
B002VFFA5M,5.0,1
B002WN2JS4,5.0,1
B002VCHJC2,5.0,1
B002V2R8VY,5.0,1
B002V1F5FQ,5.0,1
B002UOUQ08,5.0,1
B002UI2Y8Q,5.0,1
B002UBE15C,5.0,1
B001FA1NZA,2.0,1
B002U5F56W,5.0,1
B002TZUOC8,5.0,1
B002V5OYHC,5.0,1
B002TZ4CRG,5.0,1
B002TLTH7K,2.0,1
B002SOBPH8,2.0,1
B00006B9W2,2.0,1
B002W9NEA0,5.0,1
B002WJ9S6Y,5.0,1
B003LYKX0E,5.0,1
B003LYKLCO,5.0,1
B003LRN53I,5.0,1
B003LNUZ5I,5.0,1
B00005853X,2.0,1
B003LL51TU,5.0,1
B003LL19F0,5.0,1
B000HZB1GA,2.0,1
B003L18YFS,5.0,1
B003L1717K,5.0,1
B000HZ48OM,2.0,1
B003KXJE4M,5.0,1
B003KTN0B4,5.0,1
B003KRQUGS,5.0,1
B001LRKB78,5.0,1
B0039213XY,5.0,1
B00391Q7AY,5.0,1
B002WC6JFO,5.0,1
B000792SA4,3.0,1
B000EVOP6A,3.0,1
B000IS1ZYY,3.0,1
B000V4PZBY,3.0,1
B0044XIQIW,3.0,1
B003LWTL2C,3.0,1
B0031VVHSE,3.0,1
B003IGNUL4,5.0,1
B002JIAXOY,3.0,1
B000O3OEGE,3.0,1
B00274QWUO,3.0,1
B0076KUTKS,3.0,1
B0031U1ATQ,3.0,1
B003KEK4P4,5.0,1
B0087Y1XS4,3.0,1
B002TXYEV2,3.0,1
B003ICXCXE,5.0,1
B0031RGEVS,3.0,1
B0037BYQTU,5.0,1
B003I4BIJW,5.0,1
B0032Z8KH0,3.0,1
B003HLSMNG,5.0,1
B000EC3GDC,3.0,1
B003IHV6XW,5.0,1
B0073K645A,3.0,1
B00849KQD0,3.0,1
B0049KV50G,3.0,1
B002YBWKRY,3.0,1
B002LEY28O,3.0,1
B000VE8BKQ,3.0,1
B00EU8ZR8I,2.0,1
B0003V577C,3.0,1
B000VHQA6U,3.0,1
B003JC3Z58,5.0,1
B003IN0GRI,5.0,1
B000EBBJ6Y,3.0,1
B003IMMVS6,5.0,1
B00AQDG7YE,3.0,1
B003II9MPA,5.0,1
B000OV74CC,3.0,1
B003I4TGDC,3.0,1
B000BYCNM8,2.0,1
B002WPTMPK,5.0,1
B000CQP5YS,3.0,1
B00007FGUE,2.0,1
B000EWTBS6,3.0,1
B000LTN8CC,3.0,1
B003GTSHY8,5.0,1
B000LSZ0Q0,3.0,1
B002TLTGGM,3.0,1
B003D15K44,3.0,1
B0076R7FWQ,3.0,1
B000NZORB0,2.0,1
B000CMPYRA,3.0,1
B000IBROQE,2.0,1
B00322PYYK,3.0,1
B000PB4BPO,3.0,1
B000O5WRQG,3.0,1
B003GSLU3E,5.0,1
B000EVQ0OU,3.0,1
B003CYKCG8,2.0,1
B003GRW1KQ,5.0,1
B003GZDB1Q,5.0,1
B004KKZ0H4,2.0,1
B00CKPCJNO,3.0,1
B0027C8M8G,3.0,1
B004BDORM4,2.0,1
B00B5Q6Y8U,3.0,1
B0007N33IQ,3.0,1
B0042X8NT6,3.0,1
B0076D099Q,3.0,1
B0042X96II,3.0,1
B00316ZH5I,3.0,1
B000EWI8IK,3.0,1
B000IHL38I,3.0,1
B00275EV9M,3.0,1
B0054L1SOM,2.0,1
B003H394V8,5.0,1
B0041SWQ5O,3.0,1
B0077BB3VA,3.0,1
B003H05UXM,5.0,1
B002T4D3M2,3.0,1
B00BFQHGUU,3.0,1
B0088L182C,3.0,1
B003JL7XFM,5.0,1
B002WSPAKI,5.0,1
B0037KLTCI,5.0,1
B0038YGQTO,5.0,1
B0038WJTF4,5.0,1
B0038WHCX0,5.0,1
B002W7RHOG,2.0,1
B00000JBAT,2.0,1
B0036SH8R6,2.0,1
B00007B6L5,2.0,1
B00005I9RU,2.0,1
B00000J6WY,2.0,1
B005MJ6F80,2.0,1
B0031ESJ2I,2.0,1
B009YGGKXC,2.0,1
B0038VETHS,5.0,1
B005MKH1XC,2.0,1
B005O7QC10,2.0,1
B0031ESJ78,2.0,1
B00192KF12,2.0,1
B0037ATHF4,5.0,1
B000MQJ19S,2.0,1
B002NNNL1W,2.0,1
B00385I7TU,5.0,1
B0036VJ1OQ,5.0,1
B0036TH7J4,5.0,1
B0036RH93K,5.0,1
B003A31BDY,2.0,1
B0036ORMS0,5.0,1
B007VD320Y,2.0,1
B0036ORCJY,5.0,1
B00385XUF6,5.0,1
B00365E1FG,5.0,1
B00361ERPE,5.0,1
B001DO2XZC,2.0,1
B0036VO4X4,5.0,1
B005FMLZQQ,2.0,1
B005CI7V1Q,2.0,1
B0035ZNVUI,5.0,1
B00378KMF0,5.0,1
B000JP1TFG,2.0,1
B00BLG5CSM,2.0,1
B005SZ00LQ,2.0,1
B009L7E838,2.0,1
B0015BMNU8,2.0,1
B001ADXR3I,2.0,1
B00318CGBE,2.0,1
B000OHYIDE,2.0,1
B0038L54ZO,5.0,1
B00193PR9Q,2.0,1
B0038JED6W,5.0,1
B001G7PIDA,2.0,1
B009RRZ36I,2.0,1
B0038BM7F4,2.0,1
B00A0BXBTG,2.0,1
B0058P0I2C,2.0,1
B00006I5SQ,2.0,1
B0014JFXSK,2.0,1
B0038FHHHS,5.0,1
B0056K5CKW,2.0,1
B0038KLM9W,2.0,1
B005OGQXJW,2.0,1
B007VGGIB6,2.0,1
B000ENWTCU,2.0,1
B009923WIW,2.0,1
B0036ZHNJW,2.0,1
B000ETY3LO,2.0,1
B000KA7PD0,2.0,1
B002L6HE9G,2.0,1
B002Y2SMUW,2.0,1
B009MPBEH2,2.0,1
B0038ND4A4,5.0,1
B0087NB1IW,2.0,1
B002UAR8SK,2.0,1
B0019HDAP0,2.0,1
B005OU6D3Y,2.0,1
B002LITY24,2.0,1
B000OCMK98,2.0,1
B00520BL8I,2.0,1
B005LDG3YI,2.0,1
B00004R8V6,2.0,1
B00179DA46,2.0,1
B003152680,2.0,1
B0036WS4CA,5.0,1
B0036WS4CK,5.0,1
B0036WT3P2,5.0,1
B002TQ6HT6,5.0,1
B002R5ABB4,5.0,1
B0082IX6MG,2.0,1
B003D7LHKO,2.0,1
B00006HXF4,2.0,1
B002QI0X1K,5.0,1
B002QDJBBI,5.0,1
B002QCGLHQ,5.0,1
B009XON646,2.0,1
B002ROHZ50,5.0,1
B002Q887BS,5.0,1
B002Q609FW,5.0,1
B000EWJYYW,2.0,1
B002Q0W82A,5.0,1
B002Q0W80W,5.0,1
B00322IMBC,2.0,1
B002PY7OHQ,5.0,1
B009YC3DBS,2.0,1
B000EX1TGC,2.0,1
B0030F5ND6,5.0,1
B002XJN5B2,5.0,1
B002ZVHFEG,5.0,1
B002ZV7WYE,5.0,1
B002ZG7WIA,5.0,1
B002ZFVS9A,5.0,1
B002ZAU47M,5.0,1
B002Z1J8R8,5.0,1
B002YVAT72,5.0,1
B002YPS6T6,5.0,1
B002YK1FFI,5.0,1
B002YE213O,5.0,1
B000EVOANS,2.0,1
B002YDJJY4,5.0,1
B002Y5XR72,5.0,1
B002Y32Z5O,5.0,1
B002Y27P6O,5.0,1
B00171BFVO,2.0,1
B000IKWBC2,2.0,1
B002YOVF90,5.0,1
B000IM5GBS,2.0,1
B002PXLQSK,5.0,1
B002PV3UO0,5.0,1
B003819S8S,5.0,1
B002SB8RO0,5.0,1
B002OV1VJW,2.0,1
B002S2KTY0,5.0,1
B002RZQQTU,5.0,1
B002SQ9ZX2,5.0,1
B0030NL6FW,5.0,1
B0030O0Q2U,5.0,1
B0030XNBHS,5.0,1
B001DFZ5HO,2.0,1
B0036WTWX0,5.0,1
B0039RW9WS,2.0,1
B0036WT4EW,5.0,1
B0036WT4D8,5.0,1
B0036WT4C4,5.0,1
B0036WT3RU,5.0,1
B00KWHMR6G,2.0,1
B0037NYQ7K,5.0,1
B002PWHOYG,5.0,1
B002SCGY5S,5.0,1
B002SG7LUQ,5.0,1
B00170F3SQ,2.0,1
B002QBS9KE,5.0,1
B002TQYUAE,5.0,1
B002RWJGHM,5.0,1
B002RZ3CBU,5.0,1
B002TNRTSC,5.0,1
B005INJ4ZG,2.0,1
B002TJ00FU,5.0,1
B001BYB61G,2.0,1
B00005B70I,2.0,1
B002SY5GRS,5.0,1
B002SXMRTE,5.0,1
B002SW3MP8,5.0,1
B002SRQ214,5.0,1
B002P3KMLW,2.0,1
B005BGO1EO,2.0,1
B002SKAP46,5.0,1
B002SEEC78,5.0,1
B0048BPI7C,3.0,1
B000KG6H10,3.0,1
B007K8WUWG,2.0,1
B008OHFT5W,3.0,1
B003CH7MY0,5.0,1
B007SXJ13E,3.0,1
B0078J2HS4,3.0,1
B003CH77YK,5.0,1
B003C2XSO8,5.0,1
B003C2T1IU,5.0,1
B000M87F0I,3.0,1
B002N2LNM2,3.0,1
B002B9J3R4,3.0,1
B0007UQNKY,3.0,1
B000BBYH7U,3.0,1
B001P23Z36,2.0,1
B001P4NHUA,2.0,1
B000R99GJ0,2.0,1
B000RY2PJS,3.0,1
B003C2T03G,5.0,1
B001OI2VG8,2.0,1
B00081GAVY,3.0,1
B000AXQSVC,2.0,1
B000SOQ6KQ,2.0,1
B007BWWVAC,2.0,1
B000M8OX6W,3.0,1
B004SP0EY0,2.0,1
B0039648BO,5.0,1
B004N85YB0,2.0,1
B002S53IG8,3.0,1
B00394T7BW,5.0,1
B00355IJU0,3.0,1
B00354HS3A,3.0,1
B00392CI7E,5.0,1
B002BGFELQ,2.0,1
B000S1CEQ4,2.0,1
B002G1Y7LO,2.0,1
B0039UWW54,5.0,1
B000PQJGFO,3.0,1
B003ARSZ0C,5.0,1
B00AXZYWR4,3.0,1
B003C1CCJG,5.0,1
B003BYRGJ0,5.0,1
B007W02PRM,3.0,1
B003BGB7ES,5.0,1
B004OQXWLU,2.0,1
B002EOSQII,3.0,1
B003BERYLA,5.0,1
B003BEDQQM,5.0,1
B000ND93DO,3.0,1
B003B4BBFK,5.0,1
B00D52HSHI,3.0,1
B000G35S08,3.0,1
B000G36GOK,3.0,1
B007V9NQ4A,3.0,1
B000NEKORW,3.0,1
B000FL9E6U,3.0,1
B003VY83HO,2.0,1
B007UM59O8,3.0,1
B003VYB1K0,2.0,1
B002O4I1PG,3.0,1
B002DUD1RE,3.0,1
B003XMAD22,2.0,1
B003VQQVDU,3.0,1
B008IDC3H4,3.0,1
B002DGTGNQ,3.0,1
B0010T8X9A,2.0,1
B003BVA7BM,5.0,1
B003BT69Z2,5.0,1
B001P7CAZ0,2.0,1
B000ACHVVE,2.0,1
B003U3H5CK,3.0,1
B003U3A428,3.0,1
B002P3KMNU,3.0,1
B003924U7A,3.0,1
B003UATR3I,2.0,1
B003B20FG8,3.0,1
B007EICZTU,3.0,1
B003BIFLN4,5.0,1
B003B2GTY0,3.0,1
B00BCFWSXE,3.0,1
B00AY571XA,2.0,1
B00BB9OOFG,3.0,1
B003964HWO,5.0,1
B00BF3ORDM,3.0,1
B001NIEK3Q,2.0,1
B000U07C1U,3.0,1
B003FMUL7M,5.0,1
B00E20SSWQ,2.0,1
B000E95SQS,2.0,1
B000MS0528,3.0,1
B00028Y826,2.0,1
B000MQYBTI,3.0,1
B004HX5OFW,2.0,1
B002AULMFA,3.0,1
B000HCRVQ2,3.0,1
B003QWXGVY,3.0,1
B002AUJHLG,3.0,1
B00332FL4M,5.0,1
B0009KUHLI,3.0,1
B002RI7PHE,3.0,1
B0000AC88K,2.0,1
B003CHMCXG,5.0,1
B002RL9XQW,3.0,1
B002NFW4XG,3.0,1
B003EO8UNI,5.0,1
B0089KJSLK,3.0,1
B000U5W4R2,3.0,1
B003F8UJAU,5.0,1
B007JGB6X8,3.0,1
B0009A4LU6,3.0,1
B003F6G6O0,5.0,1
B001WLTI7W,2.0,1
B008194UIU,3.0,1
B000U6AHYS,3.0,1
B001VN2KBM,2.0,1
B00292BUT2,3.0,1
B000636JD8,2.0,1
B004XT6WV0,2.0,1
B0040FHB6C,3.0,1
B000F9NXXC,3.0,1
B002HQWLM0,3.0,1
B000E8SWQM,2.0,1
B000088NO8,2.0,1
B003EVO878,5.0,1
B004RB7ATC,2.0,1
B007HBLX5G,2.0,1
B003TP03TQ,2.0,1
B0077V88YU,3.0,1
B000F3FPK2,3.0,1
B0039RSYQS,5.0,1
B0041G62VU,3.0,1
B0041MMMWW,3.0,1
B0041OMIV0,3.0,1
B0000A03CZ,2.0,1
B0077QHF1C,3.0,1
B002IKKFJ6,3.0,1
B0077EVNY4,3.0,1
B0039RNGNY,5.0,1
B007BZ1092,2.0,1
B0039JBXVY,5.0,1
B0039JBXSM,5.0,1
B000ASGFRE,3.0,1
B0039825LM,5.0,1
B000PEPCEK,3.0,1
B003AIL2EW,5.0,1
B0009WQFVC,2.0,1
B007KMFXZ8,3.0,1
B007SP36ZG,3.0,1
B003TO53VU,2.0,1
B003AHID7M,5.0,1
B0009IGAPW,3.0,1
B008MLAT78,3.0,1
B0000UMLYI,2.0,1
B000HDONV2,3.0,1
B007HQR710,2.0,1
B003AG5CN6,5.0,1
B007JCNOQO,3.0,1
B008MPVQTY,3.0,1
B000HDZAUA,3.0,1
B00F3F38O2,2.0,1
B003A5TX82,5.0,1
B007IZNM1O,3.0,1
B003A281AG,5.0,1
B0000DK5LW,2.0,1
B003XF0ELO,2.0,1
B004N85YAQ,2.0,1
B000A6LSVY,2.0,1
B003U8I1VY,3.0,1
B004OF9XMI,2.0,1
B006BZTVQM,2.0,1
B000E4K2GO,3.0,1
B002AQVMMW,2.0,1
B00BI1GX10,3.0,1
B000EQ24Z4,3.0,1
B002HKCVVW,2.0,1
B003JJEFBY,3.0,1
B0035PS55O,5.0,1
B000J1HPJY,3.0,1
B0001DYXOU,2.0,1
B003QP3M92,5.0,1
B0035PS57C,5.0,1
B0040702IE,2.0,1
B003QFXP3U,5.0,1
B003QCOKGO,5.0,1
B0030LQFFA,3.0,1
B0035WTD2G,5.0,1
B000J02P1I,3.0,1
B003PJI9II,5.0,1
B00752R4U0,3.0,1
B000KX65K6,3.0,1
B00DXWFF3E,3.0,1
B0042TYNJ4,2.0,1
B003MB0WMA,2.0,1
B003RCEAB8,5.0,1
B003R70OA4,5.0,1
B003R5AYRE,5.0,1
B008EM6XBQ,3.0,1
B000UOMGU8,2.0,1
B003YUEF0E,2.0,1
B00748IJ2M,3.0,1
B002ZNJB2S,3.0,1
B003FG5HWW,3.0,1
B0001V2N62,2.0,1
B003QRX4PC,5.0,1
B004799SLW,3.0,1
B00B7O1CY6,3.0,1
B008SGNJY2,3.0,1
B002VG39BI,3.0,1
B003S4ZJW4,5.0,1
B000UD205K,2.0,1
B0083I85HQ,3.0,1
B003MOU9SE,5.0,1
B002WV8F6Q,3.0,1
B002KNT0M4,3.0,1
B003MB3A92,5.0,1
B000VLZUQM,3.0,1
B003FZA1MY,3.0,1
B004161LRU,2.0,1
B004JPLG96,2.0,1
B002KOME7G,3.0,1
B002L6HDRY,3.0,1
B003JZNZQY,5.0,1
B003JOETX8,5.0,1
B000K5WW1U,3.0,1
B00E4LGY88,3.0,1
B0072B5CNU,3.0,1
B000JO3Y1O,3.0,1
B003IE49T8,3.0,1
B00385XYU2,5.0,1
B0030INLSW,3.0,1
B004AGXHE6,3.0,1
B001RB24TG,2.0,1
B003EN2VJI,3.0,1
B003PHJJV6,5.0,1
B0020HRHL6,3.0,1
B0045UB68G,3.0,1
B00846V35I,3.0,1
B001W1SRHE,3.0,1
B003P8X8L2,5.0,1
B003P6IFNA,5.0,1
B003HGHR82,3.0,1
B001VHO5LQ,3.0,1
B003NG0BKM,2.0,1
B008FO7PQA,3.0,1
B00728ZBA2,3.0,1
B003P534SW,5.0,1
B003QLE4M0,5.0,1
B00BP54KNM,3.0,1
B000XXZQWQ,2.0,1
B003MPSHP0,5.0,1
B003QH2MY6,3.0,1
B000JFGAUU,3.0,1
B0030B6F1O,3.0,1
B0041RRS0I,2.0,1
B007ZHXFJY,3.0,1
B004IMEN7C,2.0,1
B000FDL3XU,3.0,1
B003NEPHAI,5.0,1
B00AXE911W,3.0,1
B003RLJVYK,3.0,1
B007BGFNBM,3.0,1
B003BEDRJI,3.0,1
B0036WS4D4,3.0,1
B007BCN2FU,3.0,1
B003NE5K50,5.0,1
B003RAPAKK,3.0,1
B003O8J11Y,5.0,1
B003N6UINC,5.0,1
B003N3HDAQ,5.0,1
B002PY7MS2,3.0,1
B003NQ2GSW,5.0,1
B000A0QIEC,3.0,1
B00DCEPKJ2,3.0,1
B003NSBKSW,5.0,1
B003AVPV1O,5.0,1
B000RN62GQ,3.0,1
B000A2EXI8,2.0,1
B003BO4H56,5.0,1
B006JO1YCY,2.0,1
B007FGH6WM,3.0,1
B0043241X8,2.0,1
B003WJR67Q,3.0,1
B003GDFJUO,5.0,1
B003GQRUJE,5.0,1
B000A0UHXU,3.0,1
B0009N544A,2.0,1
B003NZSSMQ,5.0,1
B003SNITOA,3.0,1
B008ABO6EM,3.0,1
B003NVMHM2,5.0,1
B00EZ2E8KC,2.0,1
B003RRY8ZG,3.0,1
B0030B2O3M,3.0,1
B004IEALCQ,2.0,1
B003N3GRCQ,5.0,1
B0041RRRUE,2.0,1
B0038BZ8W8,3.0,1
B003MQO96U,5.0,1
B00336EM0W,5.0,1
B002IT1BGI,2.0,1
B0076R7F1M,2.0,1
B0069R7PBA,2.0,1
B003P2V52M,5.0,1
B008E9T3V6,3.0,1
B00FF8ZRUK,2.0,1
B000OYFPC0,3.0,1
B003MPOLX2,2.0,1
B003SF3OKC,5.0,1
B00009MK3T,2.0,1
B003S68Q0Y,5.0,1
B007PA1K84,3.0,1
B0030BJEUS,3.0,1
B0009V1BEY,3.0,1
B0038OGE8W,3.0,1
B007CMSEUM,3.0,1
B00AXX0I7Y,3.0,1
B004I9CXHW,2.0,1
B002PX99D4,3.0,1
B002CO6GUK,3.0,1
B003N0XDT4,5.0,1
B00D96J8IM,3.0,1
B003MX9L84,5.0,1
B007XNKNA4,3.0,1
B000CBB4N4,2.0,1
B00BAQKWIS,3.0,1
B003MULNRY,5.0,1
B007I5E9Y8,3.0,1
B003MSSW84,5.0,1
B00336EHBQ,5.0,1
B003N7NPF4,5.0,1
B004I52VNM,2.0,1
B000BI7NGU,3.0,1
B002IT1BFO,2.0,1
B0009W9WHQ,3.0,1
B002D41HKS,5.0,1
B00286Q7WO,5.0,1
B002C7JG4A,5.0,1
B001IZZ7M2,4.0,1
B0047T79J0,5.0,1
B004XC3GWU,4.0,1
B004M8ST54,1.0,1
B008V9991S,4.0,1
B0047ELBN0,5.0,1
B004XFZKLM,4.0,1
B004M8SVDE,1.0,1
B004EHNAM0,4.0,1
B0068LACFI,4.0,1
B004WIUDBM,4.0,1
B004VRJ3E2,4.0,1
B001JIDEXW,4.0,1
B001KLEUOA,4.0,1
B0096YOQE2,4.0,1
B00695OFE2,4.0,1
B004XJPAGI,4.0,1
B001F8SAK8,1.0,1
B004WONCQE,4.0,1
B001UAEWUS,4.0,1
B006DCSUB0,4.0,1
B001M53FX6,4.0,1
B004U403S6,4.0,1
B004U403XQ,4.0,1
B001M4HXSK,4.0,1
B0048W4RV4,5.0,1
B001QTXKCY,1.0,1
B0048O33P8,5.0,1
B004U8ZHY2,4.0,1
B00486UR2I,5.0,1
B00CIR5TJA,1.0,1
B004UC4HCG,4.0,1
B0069EX6UM,4.0,1
B001KNP3MQ,4.0,1
B0049MY6B4,5.0,1
B004WIUWOA,4.0,1
B004WOBMIY,4.0,1
B004VS325W,4.0,1
B004TUPCFK,4.0,1
B004VSHE60,4.0,1
B0047A9FQ4,5.0,1
B004QR56R0,4.0,1
B000BP8AMY,1.0,1
B001NT9UHG,4.0,1
B004QVPGXK,4.0,1
B004TDEJEM,1.0,1
B004R6NWBC,4.0,1
B0093OWEOE,4.0,1
B001NXDC4O,4.0,1
B001MTEHZC,4.0,1
B004RE20M6,4.0,1
B004QD9E54,4.0,1
B001OC7IXU,4.0,1
B0093W1LDG,4.0,1
B004BQKQ8A,5.0,1
B0049S2ZZM,5.0,1
B001U3Y8MC,4.0,1
B004RBX0GO,4.0,1
B004QNHNWK,4.0,1
B004QHI3ZW,4.0,1
B0093H8H8I,4.0,1
B001K38Z2G,4.0,1
B0047741BG,5.0,1
B004764AIQ,5.0,1
B000BN9UHU,1.0,1
B004EHZD5W,4.0,1
B001JP8T9Y,4.0,1
B001U630T6,4.0,1
B001JK7IAU,4.0,1
B004WITQ9C,4.0,1
B00951UZPA,4.0,1
B000YC8NYY,1.0,1
B004TPPWT6,4.0,1
B00FP1BQ1Q,1.0,1
B001OC5L0C,4.0,1
B004FEEZMQ,4.0,1
B0047XRVWQ,5.0,1
B004QEE4NU,4.0,1
B001K4YWCW,4.0,1
B004FEQV2S,4.0,1
B006K5536K,4.0,1
B006BUN5YQ,4.0,1
B004E0ZLZQ,5.0,1
B00365GUZ0,1.0,1
B004KPLS7K,4.0,1
B004FDF0YO,5.0,1
B001TP4RRC,4.0,1
B004GIKP1G,4.0,1
B004KWF4T6,4.0,1
B004FJV8EE,5.0,1
B003ZYUCDS,1.0,1
B006T5JQ9Q,4.0,1
B004GJ6FI2,4.0,1
B001RKS7AC,4.0,1
B006UMMPGE,4.0,1
B004JKBVBY,4.0,1
B00904PU7K,4.0,1
B0090878BW,4.0,1
B006T9AE0C,4.0,1
B001RCD2DW,4.0,1
B0033WSDY2,5.0,1
B004FV67XO,5.0,1
B000MMFYKW,1.0,1
B004COKSQG,5.0,1
B006X2HD2M,4.0,1
B004BU6ITW,5.0,1
B004DOUOI2,5.0,1
B004E48D48,5.0,1
B006WHPQDG,4.0,1
B004HJ754O,4.0,1
B004GL4UZK,5.0,1
B004HKIIF8,4.0,1
B004GITBSE,5.0,1
B001TKJ7XQ,4.0,1
B001SEL326,4.0,1
B004GGNBJ6,5.0,1
B001R1X6OS,1.0,1
B004FV67YS,5.0,1
B001RFT698,4.0,1
B004J1FRN6,4.0,1
B004TM1JBE,4.0,1
B00DJ69XFA,1.0,1
B004J1FS9Y,4.0,1
B001LJG102,4.0,1
B0069TC4Q4,4.0,1
B004V6BQ3O,4.0,1
B0049MPQGI,5.0,1
B004ETIKH8,4.0,1
B009GISUL8,1.0,1
B001U5U3HY,4.0,1
B004BR3KSC,5.0,1
B004VA0IP2,4.0,1
B005YXXT7Y,1.0,1
B0096QYNRA,4.0,1
B0049HAG4U,5.0,1
B004VG6LDE,4.0,1
B004UR1670,4.0,1
B006BCKDGW,4.0,1
B001KT80IO,4.0,1
B003BHHIA4,1.0,1
B004GW5PTY,5.0,1
B004EBWJSM,5.0,1
B004EW0P9G,4.0,1
B001RYECJ8,4.0,1
B004ETQHV4,5.0,1
B0090SLJ1C,1.0,1
B006UMM15O,4.0,1
B004ETOBPI,5.0,1
B001RQ2HWK,4.0,1
B004EOURA6,5.0,1
B002ABX29I,1.0,1
B004EHJWRW,5.0,1
B008MPCSCS,1.0,1
B001ROVLX8,4.0,1
B004EFUOY4,5.0,1
B004JJU6I4,4.0,1
B004PA871A,4.0,1
B001P804SO,4.0,1
B001P5C9S0,4.0,1
B0034G4YQS,5.0,1
B001S0LU96,4.0,1
B004PKGL0Y,4.0,1
B003YXZNOI,1.0,1
B0049V0ZX8,5.0,1
B004I51X0E,5.0,1
B004I4YPB4,5.0,1
B004I4RBXI,5.0,1
B004I4BS1E,5.0,1
B004I2KA4M,5.0,1
B004I1K4TY,5.0,1
B004HYHZJY,5.0,1
B004KPS5UI,5.0,1
